Sample,Droplet diameter [m],Impact velocity [m/s],Density [kg/m3],Surface Tension [N/m],Dynamic Viscosity [Pa s],Distance between adjacent laser beam passes [µm],Average depth of micro-channels [µm],Reynolds number,Weber number,Contact time [s],Rebound efficiency,Spreading coefficient,Lamella velocity [m/s]
S800,0.002338666,0.931829422,1230.554,0.06575516,0.151242279,800,6,17.73095473,38.0024779,0.0154,0.015875274,1.630202716,0.90625
D50,0.00221577,1.230693944,1230.302,0.06571236,0.147945596,50,25,22.67694357,62.83325515,0.0102,0.033028105,1.790464747,1.026015228
D50,0.002207266,1.191115919,1230.302,0.06571236,0.147945596,50,25,21.86343938,58.63102517,0.0104,0.038851135,1.825534745,0.932741117
D50,0.002210298,1.195276278,1230.302,0.06571236,0.147945596,50,25,21.96993556,59.1224006,0.0104,0.034569861,1.828657725,0.994923858
D50,0.002208783,1.190632172,1230.302,0.06571236,0.147945596,50,25,21.86957213,58.62365286,0.0104,0.038394634,1.818651128,1.150380711
D50,0.002208783,1.190632172,1230.302,0.06571236,0.147945596,50,25,21.86957213,58.62365286,0.0104,0.038352988,1.818651128,1.150380711
D100,0.002284732,1.227927443,1230.302,0.06571236,0.147945596,100,25,23.33015374,64.49785664,0.0128,0.023139054,1.73642222,0.932741117
D100,0.002283568,1.232559477,1230.302,0.06571236,0.147945596,100,25,23.40623074,64.9522715,0.0138,0.021478873,1.748199464,1.08819797
D100,0.002288306,1.228645679,1230.302,0.06571236,0.147945596,100,25,23.380319,64.67434908,0.0146,0.019987612,1.739144831,0.994923858
D100,0.00228822,1.22396409,1230.302,0.06571236,0.147945596,100,25,23.29035549,64.18000846,0.0134,0.023403681,1.750080305,0.932741117
D100,0.002287919,1.235450228,1230.302,0.06571236,0.147945596,100,25,23.50582604,65.38163067,0.0138,0.021666297,1.750310728,0.963832487
D200,0.002301136,1.204006109,1230.302,0.06571236,0.147945596,200,25,23.03990172,62.45457955,0.0122,0.026383251,1.734852865,0.932741117
D200,0.002300665,1.206564146,1230.302,0.06571236,0.147945596,200,25,23.08412922,62.70741364,0.0124,0.025407388,1.74061346,1.08819797
D200,0.002303659,1.208871257,1230.302,0.06571236,0.147945596,200,25,23.15836675,63.02936845,0.012,0.026332199,1.743749892,0.994923858
D200,0.002305411,1.210156146,1230.302,0.06571236,0.147945596,200,25,23.20061053,63.211457,0.0124,0.025668648,1.742424891,1.057106599
D200,0.002302077,1.191110012,1230.302,0.06571236,0.147945596,200,25,22.80244409,61.14884397,0.0118,0.02830908,1.73414359,0.963832487
D400,0.002300622,1.209028268,1230.302,0.06571236,0.147945596,400,25,23.1308428,62.96263409,0.013,0.025180917,1.740645841,1.057106599
D400,0.002300408,1.205377782,1230.302,0.06571236,0.147945596,400,25,23.05885741,62.57717341,0.0142,0.021098001,1.746214007,1.181472081
D400,0.002303018,1.205915664,1230.302,0.06571236,0.147945596,400,25,23.09531597,62.70408303,0.014,0.021348694,1.738835295,1.057106599
D400,0.002296381,1.208752527,1230.302,0.06571236,0.147945596,400,25,23.0829372,62.81790401,0.0134,0.023047291,1.749276228,1.11928934
D400,0.002284646,1.235683353,1230.302,0.06571236,0.147945596,400,25,23.47662736,65.31273629,0.0132,0.022559605,1.769148943,1.150380711
D600,0.00229968,1.208115296,1230.302,0.06571236,0.147945596,600,25,23.10391444,62.841845,0.0116,0.006628923,1.730542783,1.057106599
D600,0.002301478,1.208977592,1230.302,0.06571236,0.147945596,600,25,23.1384775,62.98077597,0.0156,0.011568431,1.74540229,0.963832487
D600,0.002292347,1.189753169,1230.302,0.06571236,0.147945596,600,25,22.68020326,60.7517495,0.0252,0.01132102,1.757779863,1.057106599
D600,0.002304685,1.21378208,1230.302,0.06571236,0.147945596,600,25,23.26279552,63.57078894,0.0246,0.011461672,1.748370119,1.08819797
D600,0.002293206,1.193048959,1230.302,0.06571236,0.147945596,600,25,22.75155225,61.1116873,0.0182,0.011610745,1.746275065,0.963832487
D800,0.002328106,1.185423078,1230.302,0.06571236,0.147945596,800,25,22.95016802,61.25114671,0.0124,0.008799339,1.725438872,1.026015228
D800,0.002321329,1.177292276,1230.302,0.06571236,0.147945596,800,25,22.72640576,60.23792836,0.014,0.008691859,1.725118598,0.932741117
D800,0.002321499,1.188620211,1230.302,0.06571236,0.147945596,800,25,22.94675681,61.40721486,0.0156,0.008569162,1.72499252,1.08819797
D800,0.002322729,1.185788357,1230.302,0.06571236,0.147945596,800,25,22.90421264,61.14733379,0.0158,0.010198101,1.729433568,1.181472081
D800,0.002295952,1.203772401,1230.302,0.06571236,0.147945596,800,25,22.98354155,62.28970997,0.0134,0.009044988,1.738769491,1.057106599
S50,0.002304343,1.199519381,1230.302,0.06571236,0.147945596,50,6,22.98603348,62.07636541,0.0116,0.03196491,1.748629463,1.026015228
S50,0.002301264,1.197821651,1230.302,0.06571236,0.147945596,50,6,22.92283436,61.81807134,0.0114,0.033404183,1.756372992,1.057106599
S50,0.002314703,1.193396619,1230.302,0.06571236,0.147945596,50,6,22.97152025,61.72051158,0.0146,0.023060877,1.740802984,0.932741117
S50,0.002315256,1.196628586,1230.302,0.06571236,0.147945596,50,6,23.03923424,62.07009218,0.0114,0.031975448,1.745758805,0.932741117
S50,0.002313724,1.194854507,1230.302,0.06571236,0.147945596,50,6,22.9898593,61.84524524,0.0116,0.031714219,1.741539263,0.901649746
S100,0.002305966,1.191925533,1230.302,0.06571236,0.147945596,100,6,22.85660357,61.33604874,0.0162,0.019350497,1.731218987,1.026015228
S100,0.002313554,1.187802079,1230.302,0.06571236,0.147945596,100,6,22.852484,61.11284065,0.013,0.026827277,1.730916374,0.932741117
S100,0.002317891,1.192681855,1230.302,0.06571236,0.147945596,100,6,22.98938326,61.73151126,0.0114,0.032804538,1.738408547,1.181472081
S100,0.002318018,1.186786194,1230.302,0.06571236,0.147945596,100,6,22.87699993,61.12607824,0.013,0.026375199,1.716852321,0.994923858
S100,0.002316064,1.179614113,1230.302,0.06571236,0.147945596,100,6,22.71957202,60.33857961,0.0124,0.027829235,1.718301381,0.901649746
S200,0.002327345,1.186058524,1230.302,0.06571236,0.147945596,200,6,22.95496052,61.29677785,0.0224,0.012690133,1.720659702,0.901649746
S200,0.002329924,1.191356283,1230.302,0.06571236,0.147945596,200,6,23.08304732,61.91413046,0.0222,0.011594467,1.729430345,0.963832487
S200,0.002329924,1.195805482,1230.302,0.06571236,0.147945596,200,6,23.16925248,62.37743878,0.0158,0.020154057,1.724092597,1.026015228
S200,0.002326837,1.185323865,1230.302,0.06571236,0.147945596,200,6,22.93573705,61.20750912,0.022,0.013313043,1.726380004,1.026015228
S200,0.002327218,1.187994844,1230.302,0.06571236,0.147945596,200,6,22.99118209,61.49372955,0.0208,0.012423893,1.731441458,0.963832487
S400,0.002325101,1.182271524,1230.302,0.06571236,0.147945596,400,6,22.85961073,60.8472614,0.0144,0.022371275,1.722319891,0.963832487
S400,0.002323873,1.182210238,1230.302,0.06571236,0.147945596,400,6,22.84634886,60.8088089,0.019,0.012336624,1.723230333,0.994923858
S400,0.002320778,1.180450651,1230.302,0.06571236,0.147945596,400,6,22.78196119,60.54717996,0.0144,0.022800153,1.725528541,1.026015228
S400,0.00232116,1.186711807,1230.302,0.06571236,0.147945596,400,6,22.90656557,61.20123968,0.0186,0.011008385,1.709170995,1.026015228
S400,0.002324,1.181567684,1230.302,0.06571236,0.147945596,400,6,22.83518038,60.74604776,0.0154,0.022149073,1.723136082,0.963832487
S600,0.00231891,1.18809399,1230.302,0.06571236,0.147945596,600,6,22.91102125,61.28444023,0.0208,0.013249642,1.737644411,0.932741117
S600,0.00232311,1.189482865,1230.302,0.06571236,0.147945596,600,6,22.97934787,61.53906116,0.0132,0.007845277,1.729149565,0.994923858
S600,0.002324,1.18875439,1230.302,0.06571236,0.147945596,600,6,22.97407189,61.48725229,0.0142,0.009084211,1.723136082,0.870558376
S600,0.002323873,1.187309506,1230.302,0.06571236,0.147945596,600,6,22.9448928,61.33451765,0.0174,0.012418829,1.744636921,0.963832487
S600,0.002322686,1.185879015,1230.302,0.06571236,0.147945596,600,6,22.9055457,61.15556789,0.0136,0.024141858,1.740173895,1.026015228
S800,0.002327345,1.185014967,1230.302,0.06571236,0.147945596,800,6,22.93476351,61.18896092,0.0128,0.008754425,1.726003366,1.057106599
S800,0.002328233,1.179656579,1230.302,0.06571236,0.147945596,800,6,22.83977142,60.65998853,0.0148,0.007767828,1.725344844,0.963832487
S800,0.002327726,1.176526143,1230.302,0.06571236,0.147945596,800,6,22.77419603,60.32531699,0.015,0.011097222,1.72037826,0.994923858
S800,0.002330262,1.183784054,1230.302,0.06571236,0.147945596,800,6,22.93966004,61.13845215,0.0168,0.011126979,1.718505501,0.901649746
S800,0.002328698,1.173228708,1230.302,0.06571236,0.147945596,800,6,22.71985733,60.01271263,0.0256,0.011333383,1.741021878,0.994923858
D50,0.002191885,1.466147348,1230.745625,0.065787313,0.153762912,50,25,25.7224403,88.14531537,0.0104,0.02606354,1.890935262,1.342038217
D50,0.002145402,1.417901089,1230.745625,0.065787313,0.153762912,50,25,24.34844943,80.69129668,0.0104,0.025548989,1.90281035,1.185987261
D50,0.002173795,1.423193208,1230.745625,0.065787313,0.153762912,50,25,24.76276313,82.37063511,0.01,0.027752272,1.900928922,1.279617834
D50,0.002173932,1.417973499,1230.745625,0.065787313,0.153762912,50,25,24.67349717,81.7726878,0.0102,0.027970199,1.912294445,1.217197452
D50,0.002175802,1.416218457,1230.745625,0.065787313,0.153762912,50,25,24.66416121,81.64057396,0.0102,0.027319347,1.90491284,1.123566879
D100,0.0022386,1.418175503,1230.745625,0.065787313,0.153762912,100,25,25.41108754,84.2292009,0.0134,0.017862575,1.840321892,1.092356688
D100,0.002241656,1.419485266,1230.745625,0.065787313,0.153762912,100,25,25.46927902,84.50005446,0.011,0.02544654,1.871227712,1.217197452
D100,0.002261662,1.423322854,1230.745625,0.065787313,0.153762912,100,25,25.76604694,85.71575706,0.015,0.014317976,1.871235522,1.248407643
D100,0.002287442,1.463749033,1230.745625,0.065787313,0.153762912,100,25,26.79991404,91.6873606,0.012,0.020675669,1.850146182,1.279617834
D100,0.002268364,1.419696607,1230.745625,0.065787313,0.153762912,100,25,25.77656173,85.53226652,0.0122,0.019800335,1.86020318,1.123566879
D200,0.002296619,1.419154862,1230.745625,0.065787313,0.153762912,200,25,26.08768024,86.53159341,0.0128,0.01834521,1.815573851,1.310828025
D200,0.002307136,1.421733728,1230.745625,0.065787313,0.153762912,200,25,26.2547702,87.2440738,0.0234,0.008993501,1.818119597,1.342038217
D200,0.002323976,1.438118265,1230.745625,0.065787313,0.153762912,200,25,26.75117815,89.91806748,0.0126,0.018414293,1.831804801,1.092356688
D200,0.002320472,1.421107562,1230.745625,0.065787313,0.153762912,200,25,26.39490166,87.67109833,0.013,0.018468488,1.845330448,1.248407643
D200,0.002310617,1.437494022,1230.745625,0.065787313,0.153762912,200,25,26.58586104,89.32360174,0.0134,0.016189488,1.809977806,1.310828025
D400,0.002309328,1.440648455,1230.617625,0.065765873,0.152077865,400,25,26.92159929,89.68592562,0.0132,0.016664075,1.832611478,1.279617834
D400,0.002310531,1.440525588,1230.617625,0.065765873,0.152077865,400,25,26.93332269,89.71732844,0.0138,0.016234837,1.826254441,1.061146497
D400,0.002298908,1.427750685,1230.617625,0.065765873,0.152077865,400,25,26.56018057,87.68974794,0.0142,0.015218153,1.824627321,1.15477707
D400,0.00231242,1.421497014,1230.617625,0.065765873,0.152077865,400,25,26.59927286,87.43415914,0.0148,0.014876128,1.81936414,1.15477707
D400,0.002305588,1.421884312,1230.617625,0.065765873,0.152077865,400,25,26.52790839,87.22333598,0.0138,0.016698475,1.830170268,1.15477707
D600,0.002321968,1.423488188,1230.617625,0.065765873,0.152077865,600,25,26.7465203,88.04132661,0.0174,0.006045071,1.806505961,1.342038217
D600,0.002325342,1.429821971,1230.617625,0.065765873,0.152077865,600,25,26.90455742,88.95558905,0.0226,0.008718795,1.814622772,1.092356688
D600,0.002334455,1.439321157,1230.617625,0.065765873,0.152077865,600,25,27.18944229,90.49475948,0.0202,0.007724526,1.828929893,1.310828025
D600,0.002312677,1.443754779,1230.617625,0.065765873,0.152077865,600,25,27.0187711,90.20371997,0.0224,0.008813008,1.835355942,1.43566879
D600,0.002297613,1.43224441,1230.617625,0.065765873,0.152077865,600,25,26.6287662,88.19289557,0.0156,0.006229064,1.83108934,1.466878981
D800,0.002326152,1.419444754,1230.617625,0.065765873,0.152077865,800,25,26.71860246,87.69960826,0.0144,0.006096392,1.797889951,1.185987261
D800,0.002327474,1.438184203,1230.617625,0.065765873,0.152077865,800,25,27.08672416,90.08166828,0.0158,0.005196257,1.807596419,1.279617834
D800,0.002326493,1.425279966,1230.617625,0.065765873,0.152077865,800,25,26.83237552,88.43511103,0.017,0.005761873,1.824456516,1.15477707
D800,0.00233764,1.440049798,1230.617625,0.065765873,0.152077865,800,25,27.24032657,90.71001561,0.0188,0.006386131,1.815756719,1.342038217
D800,0.002335899,1.442798743,1230.617625,0.065765873,0.152077865,800,25,27.27200159,90.98885294,0.0164,0.005138159,1.801076604,1.248407643
S50,0.002299037,1.423328682,1230.745625,0.065787313,0.153762912,50,6,26.19195339,87.13297432,0.0128,0.018412719,1.802804034,1.279617834
S50,0.002311476,1.431053727,1230.745625,0.065787313,0.153762912,50,6,26.47658571,88.55791189,0.013,0.018036765,1.809305451,1.310828025
S50,0.00230748,1.42084016,1230.745625,0.065787313,0.153762912,50,6,26.2421813,87.14743405,0.0124,0.019865912,1.812438275,1.217197452
S50,0.002312248,1.420646935,1230.745625,0.065787313,0.153762912,50,6,26.29282914,87.30375566,0.0116,0.021913516,1.830297402,1.217197452
S50,0.002299167,1.424511402,1230.745625,0.065787313,0.153762912,50,6,26.21519386,87.28275629,0.0134,0.017042123,1.808132345,1.185987261
S100,0.002302315,1.420599891,1230.745625,0.065787313,0.153762912,100,6,26.17900674,86.92293676,0.012,0.021779389,1.838194388,1.373248408
S100,0.002208076,1.419982493,1230.745625,0.065787313,0.153762912,100,6,25.09653437,83.29255642,0.0122,0.018466761,1.797916352,1.342038217
S100,0.002299382,1.417875955,1230.745625,0.065787313,0.153762912,100,6,26.09553079,86.47962972,0.0126,0.019981275,1.840538585,1.123566879
S100,0.002303823,1.418944571,1230.745625,0.065787313,0.153762912,100,6,26.16562751,86.77728015,0.0128,0.019367355,1.826153596,1.217197452
S100,0.002309543,1.419903764,1230.745625,0.065787313,0.153762912,100,6,26.24833302,87.11041575,0.0118,0.023037719,1.827035596,1.342038217
S200,0.002304124,1.430498089,1230.745625,0.065787313,0.153762912,200,6,26.38212832,88.2077124,0.013,0.018367455,1.809660246,1.15477707
S200,0.002296057,1.426519752,1230.745625,0.065787313,0.153762912,200,6,26.21665218,87.4106743,0.0136,0.016922628,1.810580824,1.342038217
S200,0.002309028,1.429436279,1230.745625,0.065787313,0.153762912,200,6,26.41865205,88.26426401,0.0216,0.008832041,1.827443553,1.310828025
S200,0.002318633,1.428763376,1230.745625,0.065787313,0.153762912,200,6,26.51606211,88.54800599,0.0168,0.014617824,1.819873108,1.248407643
S200,0.002323848,1.426672723,1230.745625,0.065787313,0.153762912,200,6,26.53681111,88.48762524,0.014,0.016385605,1.82116145,1.217197452
S400,0.002336452,1.414854408,1230.617625,0.065765873,0.152077865,400,6,26.75011472,87.51909586,0.0238,0.00859117,1.827366889,1.185987261
S400,0.00230072,1.414282228,1230.617625,0.065765873,0.152077865,400,6,26.33036623,86.1109549,0.0174,0.013251079,1.801485664,1.310828025
S400,0.002346198,1.414388513,1230.617625,0.065765873,0.152077865,400,6,26.85286017,87.82632129,0.0254,0.007785475,1.835738463,1.185987261
S400,0.002329945,1.414968497,1230.617625,0.065765873,0.152077865,400,6,26.67777513,87.28945852,0.0216,0.008439248,1.811037344,1.092356688
S400,0.002331903,1.414166418,1230.617625,0.065765873,0.152077865,400,6,26.68505957,87.26379937,0.0276,0.007753796,1.809516659,1.217197452
S600,0.00233781,1.421682979,1230.617625,0.065765873,0.152077865,600,6,26.89484851,88.41730792,0.0152,0.016352982,1.842325226,1.279617834
S600,0.002333392,1.41915449,1230.617625,0.065765873,0.152077865,600,6,26.79627974,87.9365858,0.0232,0.00824216,1.813712362,1.15477707
S600,0.002346663,1.419732256,1230.617625,0.065765873,0.152077865,600,6,26.95965746,88.50875684,0.0172,0.014615187,1.81941482,1.217197452
S600,0.002346579,1.422449704,1230.617625,0.065765873,0.152077865,600,6,27.0102864,88.84470089,0.014,0.017171305,1.824800504,1.123566879
S600,0.00234476,1.416982407,1230.617625,0.065765873,0.152077865,600,6,26.88561495,88.0947148,0.0162,0.006166674,1.810243275,1.185987261
S800,0.002352786,1.399718974,1230.617625,0.065765873,0.152077865,800,6,26.64896941,86.25547862,0.0142,0.006354453,1.782843619,1.123566879
S800,0.002355694,1.412049934,1230.617625,0.065765873,0.152077865,800,6,26.91696366,87.89042091,0.0142,0.016854752,1.812439986,1.092356688
S800,0.002359145,1.400054118,1230.617625,0.065765873,0.152077865,800,6,26.72739501,86.53003453,0.0174,0.00835433,1.788621446,1.217197452
S800,0.002350888,1.40461707,1230.617625,0.065765873,0.152077865,800,6,26.72064518,86.7901229,0.022,0.008091956,1.805524812,1.123566879
S800,0.002353587,1.408607067,1230.617625,0.065765873,0.152077865,800,6,26.82731945,87.38412965,0.0178,0.007169477,1.798149608,1.310828025
D50,0.002182455,1.600399829,1230.239625,0.065701673,0.147132715,50,25,29.20480057,104.6683949,0.0104,0.022099423,1.98171331,1.46875
D50,0.002167683,1.596608262,1230.239625,0.065701673,0.147132715,50,25,28.9384097,103.4679528,0.0104,0.021556326,1.977918113,1.46875
D50,0.002183412,1.599832746,1230.239625,0.065701673,0.147132715,50,25,29.20725291,104.6400928,0.0104,0.022430599,1.975119796,1.25
D50,0.002184733,1.598995219,1230.239625,0.065701673,0.147132715,50,25,29.20962134,104.5937936,0.01,0.024069936,1.985368784,1.5
D50,0.002219111,1.686399076,1230.239625,0.065701673,0.147132715,50,25,31.29102661,118.1715659,0.0102,0.0211421,1.982776136,1.375
D100,0.002281003,1.666866228,1230.239625,0.065701673,0.147132715,100,25,31.7912087,118.6699093,0.0118,0.015627264,1.901575873,1.28125
D100,0.002252788,1.606215623,1230.239625,0.065701673,0.147132715,100,25,30.25551923,108.8281582,0.0124,0.015632611,1.936489464,1.375
D100,0.002243407,1.598990328,1230.239625,0.065701673,0.147132715,100,25,29.99400547,107.4021873,0.0128,0.015051594,1.927870888,1.375
D100,0.002265205,1.645773501,1230.239625,0.065701673,0.147132715,100,25,31.17152939,114.8843837,0.0128,0.013494974,1.909319154,1.4375
D100,0.002277511,1.654649161,1230.239625,0.065701673,0.147132715,100,25,31.50989538,116.7577474,0.0116,0.015937931,1.915467843,1.34375
D200,0.002321419,1.604932096,1230.239625,0.065701673,0.147132715,200,25,31.15233958,111.9644506,0.0132,0.013724231,1.88462312,1.21875
D200,0.002326726,1.610918907,1230.239625,0.065701673,0.147132715,200,25,31.3400327,113.0592101,0.0128,0.015296414,1.896441345,1.21875
D200,0.00228475,1.605054606,1230.239625,0.065701673,0.147132715,200,25,30.6626007,110.2126951,0.0132,0.01379611,1.898457048,1.25
D200,0.002306244,1.631782152,1230.239625,0.065701673,0.147132715,200,25,31.46645429,114.985429,0.0128,0.013992101,1.880764078,1.5
D200,0.002311715,1.610102272,1230.239625,0.065701673,0.147132715,200,25,31.12204819,112.2159154,0.0132,0.013692155,1.876312808,1.4375
D400,0.002340919,1.616720462,1230.1775,0.06569099,0.1463243,400,25,31.81798849,114.5825025,0.0142,0.012681674,1.879603373,1.34375
D400,0.002344189,1.61706438,1230.1775,0.06569099,0.1463243,400,25,31.86920782,114.7913667,0.0166,0.010678611,1.86098472,1.5
D400,0.002330272,1.601566239,1230.1775,0.06569099,0.1463243,400,25,31.37638113,111.9330673,0.0152,0.011575988,1.86673485,1.3125
D400,0.002322961,1.654875371,1230.1775,0.06569099,0.1463243,400,25,32.31904785,119.1336637,0.0148,0.011243309,1.888753096,1.375
D400,0.002314037,1.634857793,1230.1775,0.06569099,0.1463243,400,25,31.8054569,115.8223223,0.0144,0.011924838,1.885233324,1.34375
D600,0.002345716,1.590840561,1230.1775,0.06569099,0.1463243,600,25,31.3728114,111.1708028,0.0156,0.005164841,1.822471144,1.21875
D600,0.002333727,1.569466523,1230.1775,0.06569099,0.1463243,600,25,30.79310266,107.6505255,0.0168,0.005782269,1.842546204,1.3125
D600,0.002322833,1.60124244,1230.1775,0.06569099,0.1463243,600,25,31.26988894,111.5306103,0.017,0.006938099,1.867332114,1.375
